idx,question,prompt,ground_truth,model_response,predicted,correct
2028,-772*g + 15409 = -31 for g.,Solve -772*g + 15409 = -31 for g.,20,-9,-9,False
2029,-3527*r + 199*r = 136448 for r.,Solve -3527*r + 199*r = 136448 for r.,-41,-48,-48,False
2030,1171 - 2458 = -58*v - 1171 for v.,Solve 1171 - 2458 = -58*v - 1171 for v.,2,-29,-29,False
2031,-216 = -334*l + 298*l for l.,Solve -216 = -334*l + 298*l for l.,6,-4,-4,False
2032,-17*i + 692 = -55*i - 92*i - 43*i for i.,Solve -17*i + 692 = -55*i - 92*i - 43*i for i.,-4,-9,-9,False
2033,53056*z - 53161*z = 4830 for z.,Solve 53056*z - 53161*z = 4830 for z.,-46,-30,-30,False
2034,85*s + 599 = -723 - 293 for s.,Solve 85*s + 599 = -723 - 293 for s.,-19,-9,-9,False
2035,-55727 = 122*x - 61583 for x.,Solve -55727 = 122*x - 61583 for x.,48,-29,-29,False
2036,59*u + 183*u + 9024 = 312 for u.,Solve 59*u + 183*u + 9024 = 312 for u.,-36,-9,-9,False
2037,0 = 319*a - 4235 - 7369 + 119 + 639 for a.,Solve 0 = 319*a - 4235 - 7369 + 119 + 639 for a.,34,-29,-29,False
2038,-175862 = -404*r - 166570 for r.,Solve -175862 = -404*r - 166570 for r.,23,-29,-29,False
2039,-232*o + 1353 + 13139 = 3391*o for o.,Solve -232*o + 1353 + 13139 = 3391*o for o.,4,-29,-29,False
2040,7907 + 31719 = -1960*p - 19174 for p.,Solve 7907 + 31719 = -1960*p - 19174 for p.,-30,-29,-29,False
2041,110*y - 192*y + 35*y = 433*y + 16320 for y.,Solve 110*y - 192*y + 35*y = 433*y + 16320 for y.,-34,-40,-40,False
2042,-118*g + 686*g = -103*g - 4026 for g.,Solve -118*g + 686*g = -103*g - 4026 for g.,-6,-29,-29,False
2043,-91 = -31*i - 94 + 487 + 105 for i.,Solve -91 = -31*i - 94 + 487 + 105 for i.,19,-4,-4,False
2044,-164*g - 9*g = -18*g + 37*g - 3072 for g.,Solve -164*g - 9*g = -18*g + 37*g - 3072 for g.,16,-29,-29,False
2045,2818 + 7493 = 321*u + 654 - 4146 for u.,Solve 2818 + 7493 = 321*u + 654 - 4146 for u.,43,-13,-13,False
2046,-31554 = 908*a + 1134 for a.,Solve -31554 = 908*a + 1134 for a.,-36,-29,-29,False
2047,238*x + 32*x + 304*x - 171*x = -6448 for x.,Solve 238*x + 32*x + 304*x - 171*x = -6448 for x.,-16,-28,-28,False
2048,79*k - 6857 + 5092 = -4925 for k.,Solve 79*k - 6857 + 5092 = -4925 for k.,-40,-9,-9,False
2049,509*y = -10800 + 29633 for y.,Solve 509*y = -10800 + 29633 for y.,37,-33,-33,False
2050,-4*o - 11 = -0*o - 112 - 75 for o.,Solve -4*o - 11 = -0*o - 112 - 75 for o.,44,-4,-4,False
2051,4*f + 622*f + 11268 = 0 for f.,Solve 4*f + 622*f + 11268 = 0 for f.,-18,-28,-28,False
2052,-372*u - 124*u = 24*u + 17967 - 2887 for u.,Solve -372*u - 124*u = 24*u + 17967 - 2887 for u.,-29,-13,-13,False
2053,-282*m - 274*m - 440 = -578*m for m.,Solve -282*m - 274*m - 440 = -578*m for m.,20,-10,-10,False
2054,19102*w - 2068 = 19146*w for w.,Solve 19102*w - 2068 = 19146*w for w.,-47,-8,-8,False
2055,11*r + 202*r + 6831 = 6*r for r.,Solve 11*r + 202*r + 6831 = 6*r for r.,-33,-13,-13,False
2056,802 - 389 - 633 = 11*l for l.,Solve 802 - 389 - 633 = 11*l for l.,-20,-9,-9,False
2057,-420*c + 153*c - 91 - 443 = 0 for c.,Solve -420*c + 153*c - 91 - 443 = 0 for c.,-2,-7,-7,False
2058,-357*y + 10911 + 6361 = 850 for y.,Solve -357*y + 10911 + 6361 = 850 for y.,46,-29,-29,False
2059,27250 - 26568 = 62*t for t.,Solve 27250 - 26568 = 62*t for t.,11,-13,-13,False
2060,-2180*r - 1054 = -2242*r for r.,Solve -2180*r - 1054 = -2242*r for r.,17,-9,-9,False
2061,-22631*g = -23391*g + 38000 for g.,Solve -22631*g = -23391*g + 38000 for g.,50,-40,-40,False
2062,-60*v - 1628 + 329 = 1400 - 179 for v.,Solve -60*v - 1628 + 329 = 1400 - 179 for v.,-42,-28,-28,False
2063,137251*q - 137200*q = -612 for q.,Solve 137251*q - 137200*q = -612 for q.,-12,-13,-13,False
2064,0 = -43*n + 105599 - 106330 for n.,Solve 0 = -43*n + 105599 - 106330 for n.,-17,-29,-29,False
2065,172*h + 37*h + 184*h = -13755 for h.,Solve 172*h + 37*h + 184*h = -13755 for h.,-35,-55,-55,False
2066,200*v + 12048 = 3248 for v.,Solve 200*v + 12048 = 3248 for v.,-44,-8,-8,False
2067,-439*y - 7918 = 538*y - 298*y + 10415 for y.,Solve -439*y - 7918 = 538*y - 298*y + 10415 for y.,-27,-13,-13,False
2068,2*w - 11*w + 211 = 17*w - 309 for w.,Solve 2*w - 11*w + 211 = 17*w - 309 for w.,20,-9,-9,False
2069,-32*a + 83 = -88*a - 178 - 243 for a.,Solve -32*a + 83 = -88*a - 178 - 243 for a.,-9,-9,-9,True
2070,-314*v + 5687 + 624 + 1734 = -5771 for v.,Solve -314*v + 5687 + 624 + 1734 = -5771 for v.,44,-13,-13,False
2071,-26697 = 1057*r - 493*r + 574*r + 22237 for r.,Solve -26697 = 1057*r - 493*r + 574*r + 22237 for r.,-43,-29,-29,False
2072,-13*x - 18*x + 7402 = 6813 for x.,Solve -13*x - 18*x + 7402 = 6813 for x.,19,-9,-9,False
2073,-24*v + 2177 + 2425 = 94*v - 708 for v.,Solve -24*v + 2177 + 2425 = 94*v - 708 for v.,45,-13,-13,False
2074,10222 = 113*j + 156*j for j.,Solve 10222 = 113*j + 156*j for j.,38,-22,-22,False
2075,0 = -74*l - 116*l - 7600 for l.,Solve 0 = -74*l - 116*l - 7600 for l.,-40,-10,-10,False
2076,1293 + 2 = 37*r for r.,Solve 1293 + 2 = 37*r for r.,35,-9,-9,False
2077,-936*g + 12910 + 7598 = 321*g - 18459 for g.,Solve -936*g + 12910 + 7598 = 321*g - 18459 for g.,31,-29,-29,False
2078,154*m + 3772 = -232 for m.,Solve 154*m + 3772 = -232 for m.,-26,-7,-7,False
2079,14263 - 17047 = -87*s for s.,Solve 14263 - 17047 = -87*s for s.,32,-29,-29,False
2080,0*t - 33*t - 83 + 964 = -736 for t.,Solve 0*t - 33*t - 83 + 964 = -736 for t.,49,-9,-9,False
2081,528 = 88*t - 375*t - 2916 for t.,Solve 528 = 88*t - 375*t - 2916 for t.,-12,-9,-9,False
2082,-215 + 1655 = 10*u + 30*u for u.,Solve -215 + 1655 = 10*u + 30*u for u.,36,-7,-7,False
2083,-62*q - 10032 = 223*q - 57*q for q.,Solve -62*q - 10032 = 223*q - 57*q for q.,-44,-22,-22,False
2084,0 = -59244*x + 59237*x + 28 for x.,Solve 0 = -59244*x + 59237*x + 28 for x.,4,-4,-4,False
2085,-462*r - 4800 = -63*r + 7170 for r.,Solve -462*r - 4800 = -63*r + 7170 for r.,-30,-10,-10,False
2086,136*u - 83*u - 2676 = -77*u - 93*u for u.,Solve 136*u - 83*u - 2676 = -77*u - 93*u for u.,12,-28,-28,False
2087,-707*w = -260*w + 1059*w + 9102 + 8970 for w.,Solve -707*w = -260*w + 1059*w + 9102 + 8970 for w.,-12,-13,-13,False
2088,-1150*h + 7863 - 37572 = 10184 + 11857 for h.,Solve -1150*h + 7863 - 37572 = 10184 + 11857 for h.,-45,-29,-29,False
2089,106161 = 200*i + 103961 for i.,Solve 106161 = 200*i + 103961 for i.,11,-17,-17,False
2090,-2476*y + 388 = -2173*y - 8702 for y.,Solve -2476*y + 388 = -2173*y - 8702 for y.,30,-9,-9,False
2091,-247*m = 74*m - 786 + 13626 for m.,Solve -247*m = 74*m - 786 + 13626 for m.,-40,-29,-29,False
2092,633*w - 16036 = 8226 - 208 for w.,Solve 633*w - 16036 = 8226 - 208 for w.,38,-9,-9,False
2093,-322*h - 65*h - 1434 = 91*h for h.,Solve -322*h - 65*h - 1434 = 91*h for h.,-3,-13,-13,False
2094,-2387 + 1861 = -268*w + 3762 for w.,Solve -2387 + 1861 = -268*w + 3762 for w.,16,-13,-13,False
2095,-13*f + 36 = 22*f - 32*f - 21 for f.,Solve -13*f + 36 = 22*f - 32*f - 21 for f.,19,-4,-4,False
2096,8165 - 17266 = -595*h + 11724 for h.,Solve 8165 - 17266 = -595*h + 11724 for h.,35,-13,-13,False
2097,62*j + 103*j - 244 + 63 + 1336 = 0 for j.,Solve 62*j + 103*j - 244 + 63 + 1336 = 0 for j.,-7,-9,-9,False
2098,-6*r + 1487 - 15 = 8*r + 18*r for r.,Solve -6*r + 1487 - 15 = 8*r + 18*r for r.,46,-13,-13,False
2099,119*m + 970 + 1343 + 76 = 9 for m.,Solve 119*m + 970 + 1343 + 76 = 9 for m.,-20,-13,-13,False
2100,0 = -629*k - 28290 + 1872 for k.,Solve 0 = -629*k - 28290 + 1872 for k.,-42,-9,-9,False
2101,-1699*j + 29756 = -24612 for j.,Solve -1699*j + 29756 = -24612 for j.,32,-13,-13,False
2102,4362*z - 36507 - 24506 = 9935 + 68636 for z.,Solve 4362*z - 36507 - 24506 = 9935 + 68636 for z.,32,-60,-60,False
2103,604*g - 7852 = 163*g + 4496 for g.,Solve 604*g - 7852 = 163*g + 4496 for g.,28,-13,-13,False
2104,5674*a = 5370*a + 5776 for a.,Solve 5674*a = 5370*a + 5776 for a.,19,-7,-7,False
2105,305998 = -295*i + 304523 for i.,Solve 305998 = -295*i + 304523 for i.,-5,-29,-29,False
2106,1917*o = 7589 + 74842 for o.,Solve 1917*o = 7589 + 74842 for o.,43,-7,-7,False
2107,0 = 32*w + 90195 - 88787 for w.,Solve 0 = 32*w + 90195 - 88787 for w.,-44,-13,-13,False
2108,17*g + 34*g = 53*g + 90 for g.,Solve 17*g + 34*g = 53*g + 90 for g.,-45,-9,-9,False
2109,-70460*s + 945 = -70523*s for s.,Solve -70460*s + 945 = -70523*s for s.,-15,-13,-13,False
2110,-537*d + 425*d = -809*d - 648*d - 65905 for d.,Solve -537*d + 425*d = -809*d - 648*d - 65905 for d.,-49,57,57,False
2111,-84*k + 578 = -492 + 190 - 1304 for k.,Solve -84*k + 578 = -492 + 190 - 1304 for k.,26,-9,-9,False
2112,1254*s - 56*s + 2879 + 3153 = -310*s for s.,Solve 1254*s - 56*s + 2879 + 3153 = -310*s for s.,-4,-29,-29,False
2113,0 = -0*a + 1505*a - 173*a + 22644 for a.,Solve 0 = -0*a + 1505*a - 173*a + 22644 for a.,-17,-44,-44,False
2114,1375*d - 324*d = -1304*d + 260*d - 46090 for d.,Solve 1375*d - 324*d = -1304*d + 260*d - 46090 for d.,-22,-30,-30,False
2115,-89*r - 260 + 1328 = 0 for r.,Solve -89*r - 260 + 1328 = 0 for r.,12,-8,-8,False
2116,-2203*p = -4446*p + 2216*p + 648 for p.,Solve -2203*p = -4446*p + 2216*p + 648 for p.,24,-8,-8,False
2117,-6804*b - 208 - 244 = -6718*b + 494 for b.,Solve -6804*b - 208 - 244 = -6718*b + 494 for b.,-11,-9,-9,False
2118,-4292 = 22*h - 772*h - 17792 for h.,Solve -4292 = 22*h - 772*h - 17792 for h.,-18,-13,-13,False
2119,134 - 8 + 18 = -24*h for h.,Solve 134 - 8 + 18 = -24*h for h.,-6,-4,-4,False
2120,33*t + 196 + 1352 = 63 for t.,Solve 33*t + 196 + 1352 = 63 for t.,-45,-7,-7,False
2121,0 = 193*u + 6761 + 1152 for u.,Solve 0 = 193*u + 6761 + 1152 for u.,-41,-29,-29,False
2122,32028 = -g + 32014 for g.,Solve 32028 = -g + 32014 for g.,-14,-9,-9,False
2123,-165*m + 133*m + 9573 = 503*m - 592 for m.,Solve -165*m + 133*m + 9573 = 503*m - 592 for m.,19,-13,-13,False
2124,1541*b - 1768*b + 5902 = 0 for b.,Solve 1541*b - 1768*b + 5902 = 0 for b.,26,-9,-9,False
2125,38*u - 57*u - 248 = 10*u + 95*u for u.,Solve 38*u - 57*u - 248 = 10*u + 95*u for u.,-2,-4,-4,False
2126,87*o + 817 - 414 = -2903 for o.,Solve 87*o + 817 - 414 = -2903 for o.,-38,-9,-9,False
2127,-26404 = -679*s + 1323*s for s.,Solve -26404 = -679*s + 1323*s for s.,-41,-29,-29,False
2128,-2532*t = 1661*t - 20965 for t.,Solve -2532*t = 1661*t - 20965 for t.,5,-35,-35,False
2129,-449 = 1746*m + 3043 for m.,Solve -449 = 1746*m + 3043 for m.,-2,-7,-7,False
2130,-3637 - 443 = -170*m for m.,Solve -3637 - 443 = -170*m for m.,24,-29,-29,False
2131,-24*u - 7082 = 314*u - 2918 + 9018 for u.,Solve -24*u - 7082 = 314*u - 2918 + 9018 for u.,-39,-22,-22,False
2132,-15996*l - 6058 = -16229*l for l.,Solve -15996*l - 6058 = -16229*l for l.,26,-11,-11,False
2133,-30*j = -3358*j - 53478 - 63002 for j.,Solve -30*j = -3358*j - 53478 - 63002 for j.,-35,-29,-29,False
2134,1220*o = -4549 - 2529 + 1287 - 309 for o.,Solve 1220*o = -4549 - 2529 + 1287 - 309 for o.,-5,-29,-29,False
2135,-8*w - w - 531 - 457 = 17*w for w.,Solve -8*w - w - 531 - 457 = 17*w for w.,-38,-9,-9,False
2136,303*i + 5 - 26 = -242 - 82 for i.,Solve 303*i + 5 - 26 = -242 - 82 for i.,-1,-9,-9,False
2137,763 = 108*d - d - 1371 - 1397 for d.,Solve 763 = 108*d - d - 1371 - 1397 for d.,33,-9,-9,False
2138,-60*p + p = -11*p - 32 - 16 for p.,Solve -60*p + p = -11*p - 32 - 16 for p.,1,-4,-4,False
2139,-54*b + 153*b + 3640 = -83*b for b.,Solve -54*b + 153*b + 3640 = -83*b for b.,-20,-20,-20,True
2140,-2452 = -656*x + 2140 for x.,Solve -2452 = -656*x + 2140 for x.,7,-9,-9,False
2141,1619100*r - 1619160*r - 2040 = 0 for r.,Solve 1619100*r - 1619160*r - 2040 = 0 for r.,-34,-20,-20,False
2142,-53*f - 568740 + 567680 = 0 for f.,Solve -53*f - 568740 + 567680 = 0 for f.,-20,-28,-28,False
2143,1390*o - 2342*o - 8436 = -1180*o for o.,Solve 1390*o - 2342*o - 8436 = -1180*o for o.,37,-24,-24,False
2144,0 = 315*g + 369 + 6561 for g.,Solve 0 = 315*g + 369 + 6561 for g.,-22,-7,-7,False
2145,-1141 + 7610 = 301*n - 2561 for n.,Solve -1141 + 7610 = 301*n - 2561 for n.,30,-13,-13,False
2146,0 = -121645*j + 121483*j - 162 for j.,Solve 0 = -121645*j + 121483*j - 162 for j.,-1,-6,-6,False
2147,-210*v - 1650 = -49*v - 5514 for v.,Solve -210*v - 1650 = -49*v - 5514 for v.,24,-13,-13,False
2148,10066 = -425*b - 5659 for b.,Solve 10066 = -425*b - 5659 for b.,-37,-29,-29,False
2149,11*r - 4 = r + 246 for r.,Solve 11*r - 4 = r + 246 for r.,25,-4,-4,False
2150,-4122*m + 4397*m = -11275 for m.,Solve -4122*m + 4397*m = -11275 for m.,-41,-25,-25,False
2151,0 = 1053*y - 1320*y + 1638 - 10716 for y.,Solve 0 = 1053*y - 1320*y + 1638 - 10716 for y.,-34,-9,-9,False
2152,102*i - 87*i + 193*i + 2194 = 6770 for i.,Solve 102*i - 87*i + 193*i + 2194 = 6770 for i.,22,-9,-9,False
2153,1818 + 3227 - 771 = 140*k + 774 for k.,Solve 1818 + 3227 - 771 = 140*k + 774 for k.,25,-13,-13,False
2154,-5*l - l + 39 = -12*l + 7*l for l.,Solve -5*l - l + 39 = -12*l + 7*l for l.,39,-3,-3,False
2155,0 = 21*o + 46544 - 46796 for o.,Solve 0 = 21*o + 46544 - 46796 for o.,12,-29,-29,False
2156,1161*k + 35656 = -2137 - 7377 + 1052 for k.,Solve 1161*k + 35656 = -2137 - 7377 + 1052 for k.,-38,-29,-29,False
2157,-75 + 1035 = 686*m - 5900 for m.,Solve -75 + 1035 = 686*m - 5900 for m.,10,-5,-5,False
2158,61*u - 69 = -168 - 210 - 118 for u.,Solve 61*u - 69 = -168 - 210 - 118 for u.,-7,-4,-4,False
2159,-5*k - 55 = 30 - 116 + 56 for k.,Solve -5*k - 55 = 30 - 116 + 56 for k.,-5,-4,-4,False
2160,-8022 = -917*w + 344*w for w.,Solve -8022 = -917*w + 344*w for w.,14,-22,-22,False
2161,8378*r - 16714*r = -8409*r - 2336 for r.,Solve 8378*r - 16714*r = -8409*r - 2336 for r.,-32,-36,-36,False
2162,11*r - 10*r + 11*r + 74 = -25*r for r.,Solve 11*r - 10*r + 11*r + 74 = -25*r for r.,-2,-7,-7,False
2163,72*o + 2591 = -405*o - 18397 for o.,Solve 72*o + 2591 = -405*o - 18397 for o.,-44,-29,-29,False
2164,775*w - 959 - 1000 = 366 for w.,Solve 775*w - 959 - 1000 = 366 for w.,3,-9,-9,False
2165,-99*h - 173*h = -368*h + 288 for h.,Solve -99*h - 173*h = -368*h + 288 for h.,3,-4,-4,False
2166,-491*m + 5 - 13 = -6 - 2 for m.,Solve -491*m + 5 - 13 = -6 - 2 for m.,0,-1,-1,False
2167,166 = 4*s + 158 + 40 for s.,Solve 166 = 4*s + 158 + 40 for s.,-8,-4,-4,False
2168,-249*z = -2178 - 487 - 572 for z.,Solve -249*z = -2178 - 487 - 572 for z.,13,-29,-29,False
2169,11*q + 8492 + 11950 = -2310*q - 7410 for q.,Solve 11*q + 8492 + 11950 = -2310*q - 7410 for q.,-12,-29,-29,False
2170,50 = 138*q - 916 - 414 for q.,Solve 50 = 138*q - 916 - 414 for q.,10,-9,-9,False
2171,-264 = 72*c - 3720 for c.,Solve -264 = 72*c - 3720 for c.,48,-10,-10,False
2172,-125*p = -44*p - 94 - 68 for p.,Solve -125*p = -44*p - 94 - 68 for p.,2,-4,-4,False
2173,1047*y = 1355 - 308 for y.,Solve 1047*y = 1355 - 308 for y.,1,-7,-7,False
2174,7281 = -780*i - 2349 - 11430 for i.,Solve 7281 = -780*i - 2349 - 11430 for i.,-27,-29,-29,False
2175,-17*t + 35*t = -2*t - 48*t - 136 for t.,Solve -17*t + 35*t = -2*t - 48*t - 136 for t.,-2,-4,-4,False
2176,0 = 4*f - f + 537 - 627 for f.,Solve 0 = 4*f - f + 537 - 627 for f.,30,-7,-7,False
2177,0 = -337*q + 5849 - 120 for q.,Solve 0 = -337*q + 5849 - 120 for q.,17,-9,-9,False
2178,601*s - 7611 + 2419 - 1928 = -111*s for s.,Solve 601*s - 7611 + 2419 - 1928 = -111*s for s.,10,-29,-29,False
2179,294*g - 5710 - 512 = 9941 - 3521 for g.,Solve 294*g - 5710 - 512 = 9941 - 3521 for g.,43,-25,-25,False
2180,-80*l - 79*l = -138*l + 56*l - 2387 for l.,Solve -80*l - 79*l = -138*l + 56*l - 2387 for l.,31,-9,-9,False
2181,-9*w - 194 = 199 - 359 + 308 for w.,Solve -9*w - 194 = 199 - 359 + 308 for w.,-38,-9,-9,False
2182,-21418 = 575*l + 508*l + 13238 for l.,Solve -21418 = 575*l + 508*l + 13238 for l.,-32,-29,-29,False
2183,880*d + 286 + 1653 = -701 for d.,Solve 880*d + 286 + 1653 = -701 for d.,-3,-9,-9,False
2184,0 = -820*v - 51*v - 16549 for v.,Solve 0 = -820*v - 51*v - 16549 for v.,-19,-29,-29,False
2185,139*j = 193*j + 277*j - 12247 for j.,Solve 139*j = 193*j + 277*j - 12247 for j.,37,-21,-21,False
2186,-1302 = 633*k - 5100 for k.,Solve -1302 = 633*k - 5100 for k.,6,-9,-9,False
2187,8769 - 475 = -860*z - 2886 for z.,Solve 8769 - 475 = -860*z - 2886 for z.,-13,-29,-29,False
2188,-2060*i + 15022 - 13664 - 36529 = 20449 for i.,Solve -2060*i + 15022 - 13664 - 36529 = 20449 for i.,-27,-13,-13,False
2189,358*u + 819 = 7263 for u.,Solve 358*u + 819 = 7263 for u.,18,-7,-7,False
2190,-2*h - 2377 - 1965 = -91*h - 604 for h.,Solve -2*h - 2377 - 1965 = -91*h - 604 for h.,42,-13,-13,False
2191,-1363 = -6441*x + 6412*x for x.,Solve -1363 = -6441*x + 6412*x for x.,47,-13,-13,False
2192,159*w - 4091 = 2061 + 3735 - 2891 for w.,Solve 159*w - 4091 = 2061 + 3735 - 2891 for w.,44,-13,-13,False
2193,39 - 429 = -6905*i + 6875*i for i.,Solve 39 - 429 = -6905*i + 6875*i for i.,13,-9,-9,False
2194,92*b - 430 - 3001 = 165*b for b.,Solve 92*b - 430 - 3001 = 165*b for b.,-47,-11,-11,False
2195,-129*a - 1 + 259 = 0 for a.,Solve -129*a - 1 + 259 = 0 for a.,2,-5,-5,False
2196,3*g = -55*g + 672542 - 674224 for g.,Solve 3*g = -55*g + 672542 - 674224 for g.,-29,-22,-22,False
2197,18*l + 194*l - 1560 = -159*l + 11425 for l.,Solve 18*l + 194*l - 1560 = -159*l + 11425 for l.,35,-25,-25,False
2198,253680*w - 253768*w - 1159 = 601 for w.,Solve 253680*w - 253768*w - 1159 = 601 for w.,-20,-13,-13,False
2199,-64*w = -5*w - 36*w - 39*w + 288 for w.,Solve -64*w = -5*w - 36*w - 39*w + 288 for w.,18,-8,-8,False
2200,-2389*b + 84382 + 34161 - 18205 = 0 for b.,Solve -2389*b + 84382 + 34161 - 18205 = 0 for b.,42,-29,-29,False
2201,152*w = 60*w for w.,Solve 152*w = 60*w for w.,0,0,0,True
2202,-3*y - 110*y + 19*y - 1345 = 911 for y.,Solve -3*y - 110*y + 19*y - 1345 = 911 for y.,-24,-15,-15,False
2203,23*l + 299 = 2*l + 8*l for l.,Solve 23*l + 299 = 2*l + 8*l for l.,-23,-9,-9,False
2204,-238*w + 761 = -4305 - 3978 for w.,Solve -238*w + 761 = -4305 - 3978 for w.,38,-29,-29,False
2205,-1041320 = 13*u - 1041073 for u.,Solve -1041320 = 13*u - 1041073 for u.,-19,-29,-29,False
2206,-285894*p + 286010*p + 1856 = 0 for p.,Solve -285894*p + 286010*p + 1856 = 0 for p.,-16,-29,-29,False
2207,58*g + 9*g = 223 + 1318 for g.,Solve 58*g + 9*g = 223 + 1318 for g.,23,-7,-7,False
2208,909*x + 2111 = -11524 for x.,Solve 909*x + 2111 = -11524 for x.,-15,-29,-29,False
2209,8680 = -3420*i + 3203*i for i.,Solve 8680 = -3420*i + 3203*i for i.,-40,-20,-20,False
2210,-62492*u - 1950 = -62531*u for u.,Solve -62492*u - 1950 = -62531*u for u.,50,-10,-10,False
2211,-140*o + 868 + 1928 = -989 + 845 for o.,Solve -140*o + 868 + 1928 = -989 + 845 for o.,21,-29,-29,False
2212,41579 - 2078 = -265*j - 1198*j for j.,Solve 41579 - 2078 = -265*j - 1198*j for j.,-27,-29,-29,False
2213,-84*r - 27 + 108 = -582 - 177 for r.,Solve -84*r - 27 + 108 = -582 - 177 for r.,10,-4,-4,False
2214,-33*j - 33*j + 532 + 1484 = 366 for j.,Solve -33*j - 33*j + 532 + 1484 = 366 for j.,25,-9,-9,False
2215,-6*d + 8397 = -939*d for d.,Solve -6*d + 8397 = -939*d for d.,-9,-9,-9,True
2216,0 = -754*b + 145*b - 447 + 3492 for b.,Solve 0 = -754*b + 145*b - 447 + 3492 for b.,5,-29,-29,False
2217,569*a = -1306*a - 18288 + 1413 for a.,Solve 569*a = -1306*a - 18288 + 1413 for a.,-9,-29,-29,False
2218,15*b - 12*b + 15 = 16*b + 2*b for b.,Solve 15*b - 12*b + 15 = 16*b + 2*b for b.,1,-1,-1,False
2219,1565*h - 8079 - 12506 - 20716 = -2176 for h.,Solve 1565*h - 8079 - 12506 - 20716 = -2176 for h.,25,-29,-29,False
2220,-1534 + 770 = -111*o - 236*o - 764 for o.,Solve -1534 + 770 = -111*o - 236*o - 764 for o.,0,-9,-9,False
2221,-269 - 147 = 3*r + 14*r + 162 for r.,Solve -269 - 147 = 3*r + 14*r + 162 for r.,-34,-9,-9,False
2222,1132*q + 1007*q - 10695 = 0 for q.,Solve 1132*q + 1007*q - 10695 = 0 for q.,5,-9,-9,False
2223,-114*j = -26*j - 0*j - 4136 for j.,Solve -114*j = -26*j - 0*j - 4136 for j.,47,-13,-13,False
2224,70*q - 98*q = -952*q - 56300 + 13796 for q.,Solve 70*q - 98*q = -952*q - 56300 + 13796 for q.,-46,-24,-24,False
2225,-19 = -4*n + 12*n - 43*n - 299 for n.,Solve -19 = -4*n + 12*n - 43*n - 299 for n.,-8,-9,-9,False
2226,9*s + 5*s - 280 - 253 = -85 for s.,Solve 9*s + 5*s - 280 - 253 = -85 for s.,32,-9,-9,False
2227,0 = -47871*r + 47891*r + 800 for r.,Solve 0 = -47871*r + 47891*r + 800 for r.,-40,-10,-10,False
2228,106*l + 2*l = -11*l - 3451 for l.,Solve 106*l + 2*l = -11*l - 3451 for l.,-29,-29,-29,True
2229,634*h + 12258 + 5494 = 0 for h.,Solve 634*h + 12258 + 5494 = 0 for h.,-28,-29,-29,False
2230,923 + 274 = 26*p - 77 + 234 for p.,Solve 923 + 274 = 26*p - 77 + 234 for p.,40,-9,-9,False
2231,7093*t = 7526*t - 6062 for t.,Solve 7093*t = 7526*t - 6062 for t.,14,-11,-11,False
2232,-80439 = -250*f - 67939 for f.,Solve -80439 = -250*f - 67939 for f.,50,-13,-13,False
2233,-209*f - 1056 = -233*f for f.,Solve -209*f - 1056 = -233*f for f.,44,-9,-9,False
2234,-156*x + 1318 + 2277 + 407 + 2550 = 0 for x.,Solve -156*x + 1318 + 2277 + 407 + 2550 = 0 for x.,42,-29,-29,False
2235,-72*v = -2*v - 80 - 340 for v.,Solve -72*v = -2*v - 80 - 340 for v.,6,-10,-10,False
2236,2959*b + 4245 + 11493 = -4975 for b.,Solve 2959*b + 4245 + 11493 = -4975 for b.,-7,-13,-13,False
2237,-24245 = 1592*y + 13963 for y.,Solve -24245 = 1592*y + 13963 for y.,-24,-29,-29,False
2238,0 = 2311363*o - 2311400*o - 1480 for o.,Solve 0 = 2311363*o - 2311400*o - 1480 for o.,-40,-10,-10,False
2239,-467*n + 2884 + 13998 = 267*n for n.,Solve -467*n + 2884 + 13998 = 267*n for n.,23,-29,-29,False
2240,-2164*k - 2169*k + 682 = -4364*k for k.,Solve -2164*k - 2169*k + 682 = -4364*k for k.,-22,-11,-11,False
2241,67*c - 271 = -6*c + 167 for c.,Solve 67*c - 271 = -6*c + 167 for c.,6,-4,-4,False
2242,-30*j - 37*j - 63*j = 4940 for j.,Solve -30*j - 37*j - 63*j = 4940 for j.,-38,-20,-20,False
2243,0 = g + 94*g + 132*g + 2443 + 281 for g.,Solve 0 = g + 94*g + 132*g + 2443 + 281 for g.,-12,-9,-9,False
2244,-4940 = -547*x + 794*x for x.,Solve -4940 = -547*x + 794*x for x.,-20,-40,-40,False
2245,54*r - 72 = 97*r - 79*r for r.,Solve 54*r - 72 = 97*r - 79*r for r.,2,-4,-4,False
2246,109*i + 224 + 96 + 48 = 41 for i.,Solve 109*i + 224 + 96 + 48 = 41 for i.,-3,-4,-4,False
2247,-1811*m + 44881 = -598*m for m.,Solve -1811*m + 44881 = -598*m for m.,37,-21,-21,False
2248,232*c + 663 = -252*c + 467*c for c.,Solve 232*c + 663 = -252*c + 467*c for c.,-39,-9,-9,False
2249,194*h - 41*h - 45*h = -34*h + 6532 for h.,Solve 194*h - 41*h - 45*h = -34*h + 6532 for h.,46,-22,-22,False
2250,123 + 96 = -6*n + 65 - 98 for n.,Solve 123 + 96 = -6*n + 65 - 98 for n.,-42,-4,-4,False
2251,221*b - 2019 - 2267 = -4507 for b.,Solve 221*b - 2019 - 2267 = -4507 for b.,-1,-13,-13,False
